feature_1,feature_2,feature_3,feature_4,feature_5
-1.0,-1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,0.6855554,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
0.11453202,1.0,1.0,1.0,0.0
-1.0,-1.0,-1.0,0.4719273,1.0
1.0,1.0,-1.0,-0.61695516,0.0
-0.26484746,0.70965916,0.3890432,1.0,1.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,-0.50898546,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,0.0
-0.19944192,1.0,-1.0,-1.0,1.0
1.0,-1.0,-1.0,0.049378514,0.0
0.11243281,1.0,0.26810473,1.0,0.0
1.0,0.46460742,1.0,1.0,0.0
-1.0,-0.80449563,1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
1.0,0.6293689,1.0,-0.834618,0.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,0.99331594,-1.0,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,0.26596606,0.1221641,-1.0,1.0
1.0,-0.97882056,1.0,1.0,0.0
1.0,1.0,-1.0,1.0,1.0
-1.0,1.0,-1.0,1.0,0.0
1.0,1.0,0.6917743,-1.0,1.0
1.0,1.0,1.0,-1.0,0.0
-0.52578336,-0.80887705,-1.0,1.0,1.0
-0.6600447,-1.0,1.0,-1.0,0.0
0.85907006,-1.0,-0.91634905,1.0,0.0
-1.0,1.0,-1.0,1.0,1.0
-0.8064341,-1.0,-1.0,-1.0,1.0
1.0,1.0,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0
-1.0,0.8902681,-1.0,0.29432687,0.0
1.0,0.96501875,1.0,1.0,0.0
0.33809155,-0.54164016,0.74091125,1.0,0.0
1.0,1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,-1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,-1.0,0.4946557,0.0
1.0,1.0,-1.0,0.26006937,0.0
-1.0,1.0,1.0,0.8888099,0.0
-1.0,-1.0,1.0,1.0,1.0
0.50127673,1.0,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,-1.0,0.0
-1.0,1.0,-1.0,-0.82013905,0.0
-1.0,-1.0,-1.0,-1.0,1.0
-1.0,0.8797692,-0.63147557,0.36898765,0.0
-1.0,-0.2284641,-1.0,1.0,1.0
0.52593,-1.0,1.0,1.0,0.0
1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,0.0039120913,0.0
1.0,1.0,-0.9404576,1.0,0.0
-1.0,0.16559464,-1.0,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0
0.24926332,1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,1.0,0.0
-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,-0.057712406,1.0,1.0
1.0,1.0,-1.0,0.8387849,0.0
0.23068652,0.3838589,-0.0044697598,-0.13485897,0.0
-1.0,0.12798691,-1.0,-1.0,0.0
-1.0,-1.0,1.0,-0.13378477,1.0
1.0,1.0,-0.50563246,-1.0,0.0
1.0,1.0,1.0,0.013399422,1.0
-1.0,-1.0,1.0,-1.0,1.0
1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,-0.16764104,0.0
-1.0,-1.0,1.0,1.0,0.0
0.24000865,1.0,-1.0,-1.0,0.0
0.90420663,-1.0,-1.0,-1.0,0.0
-1.0,1.0,-1.0,-0.5291461,1.0
1.0,0.4701853,-1.0,1.0,0.0
-0.6480204,0.26255882,-1.0,0.49507338,0.0
0.2097829,-1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,1.0,0.43519998,1.0
-0.25581342,0.35247898,-0.8618384,-0.66047263,1.0
1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,1.0,0.0
1.0,1.0,-0.2967217,-1.0,0.0
-1.0,1.0,0.90086055,1.0,1.0
1.0,1.0,-1.0,1.0,0.0
0.7836929,-1.0,1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,0.33305782,1.0
-1.0,-0.32175744,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
1.0,1.0,-1.0,-0.0869866,0.0
-1.0,1.0,-1.0,-0.6973444,0.0
1.0,-0.8345909,-0.1579046,-0.50647426,0.0
1.0,1.0,-1.0,-0.2626552,0.0
-1.0,-1.0,-1.0,-1.0,0.0
-1.0,1.0,1.0,-1.0,1.0
0.55502003,-0.26641035,1.0,1.0,0.0
-1.0,1.0,0.9403211,-1.0,0.0
1.0,1.0,-1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,0.0
1.0,-0.3290204,-1.0,-0.36354643,0.0
1.0,1.0,0.65433306,-0.13757515,0.0
-1.0,1.0,0.32301348,1.0,0.0
1.0,0.39682186,-1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
-0.00794524,-1.0,-0.97984254,0.81663793,0.0
1.0,0.26179558,-0.37073648,-0.13783914,1.0
1.0,-1.0,-1.0,1.0,0.0
1.0,-1.0,-0.86803776,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
-1.0,-1.0,1.0,-1.0,0.0
1.0,1.0,-1.0,0.846216,0.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,-0.99871564,-0.621893,-0.5364401,1.0
-1.0,-0.14988592,-1.0,1.0,1.0
0.34066415,1.0,-1.0,-0.22806424,1.0
1.0,-1.0,1.0,1.0,1.0
1.0,1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,-1.0,1.0
0.0021643639,-1.0,-1.0,-0.39889315,1.0
-0.26473832,-0.04650131,0.13712403,-0.46664095,0.0
0.36977935,-0.9631972,-0.8710258,1.0,0.0
-1.0,0.79438144,1.0,-1.0,1.0
1.0,1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,1.0
1.0,0.8547488,-0.9694995,-0.11374062,0.0
-1.0,-0.88436645,0.029251203,-0.16327536,0.0
1.0,0.8679596,-0.030959953,-0.37531984,1.0
1.0,1.0,-1.0,-1.0,1.0
1.0,1.0,1.0,-1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
0.9013495,0.9055835,-0.849257,1.0,0.0
0.810048,-0.32449728,-0.52659297,0.4550538,1.0
-1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,1.0,0.0
-1.0,0.7082922,-1.0,-1.0,0.0
-1.0,-1.0,1.0,1.0,1.0
-0.16180336,1.0,1.0,1.0,0.0
1.0,-1.0,-1.0,-1.0,1.0
-1.0,-0.3252355,1.0,1.0,0.0
-0.9960723,0.8649241,1.0,-1.0,1.0
1.0,0.8324702,1.0,-1.0,0.0
1.0,-1.0,1.0,-0.754514,1.0
1.0,-1.0,-1.0,-1.0,0.0
0.84117544,-0.3449134,0.16656303,-0.24789278,1.0
0.35780567,-0.36827928,-0.49757424,0.55693924,0.0
1.0,-1.0,1.0,1.0,0.0
-1.0,0.6455183,1.0,-1.0,0.0
0.8833469,1.0,-1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,0.0
-1.0,1.0,0.2617535,0.052959204,1.0
1.0,-0.32507044,-0.025183097,1.0,0.0
0.9110892,0.19257309,-0.71053165,1.0,0.0
1.0,-1.0,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,0.4906274,1.0,1.0
0.021307826,1.0,-0.41850507,0.39746726,1.0
0.684491,-0.28935847,-0.54389596,0.5487143,0.0
-1.0,-0.2636661,1.0,-1.0,0.0
1.0,-1.0,1.0,1.0,0.0
1.0,1.0,-1.0,1.0,1.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,0.86990654,-0.029824734,0.0
-1.0,0.5855304,-1.0,1.0,0.0
-0.09309834,1.0,1.0,1.0,0.0
1.0,1.0,-1.0,-0.23483187,1.0
1.0,-1.0,1.0,-0.6941438,0.0
1.0,-1.0,-1.0,0.27778134,1.0
-1.0,1.0,0.8545067,-0.55225945,0.0
-1.0,1.0,1.0,1.0,0.0
-0.3655163,1.0,-0.026691675,1.0,0.0
1.0,-0.111463666,-0.15451051,1.0,1.0
-1.0,1.0,-0.010720849,0.96976954,0.0
0.22743091,-1.0,-1.0,1.0,0.0
1.0,-1.0,-0.95090085,1.0,0.0
1.0,1.0,1.0,-1.0,1.0
1.0,1.0,-1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,0.0
-0.34571606,1.0,-1.0,0.27643824,0.0
-0.9431223,0.3403226,-0.11951345,0.11925289,1.0
0.93984294,0.06933588,0.21510112,0.24196035,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,1.0,-1.0,0.0
0.88616073,1.0,1.0,0.30390617,0.0
0.9128986,1.0,0.16452478,-0.27348188,0.0
-0.8708773,0.45989323,-1.0,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,-1.0,1.0
1.0,-1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,1.0
1.0,1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,-0.2527496,-0.8767723,0.78991944,1.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,1.0
1.0,1.0,-1.0,-1.0,0.0
0.19522458,0.46687385,-0.8428364,-1.0,0.0
1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0
-1.0,1.0,-0.0035877228,1.0,0.0
0.099641144,1.0,-1.0,1.0,0.0
1.0,-0.188411,1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,1.0,1.0,0.1235829,1.0
1.0,-0.6298872,-1.0,0.74380237,1.0
-1.0,-1.0,0.24962208,1.0,0.0
1.0,1.0,-0.42918846,-0.023557931,0.0
-1.0,0.7850186,1.0,1.0,0.0
0.0066509843,1.0,-1.0,-1.0,0.0
0.8911269,1.0,0.5778699,1.0,1.0
1.0,0.22299455,0.35591662,1.0,1.0
1.0,-1.0,-0.64165795,1.0,0.0
-0.20140903,-1.0,-0.43329617,1.0,0.0
1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,1.0
1.0,1.0,-1.0,0.56909937,0.0
-1.0,-1.0,-1.0,0.82532257,1.0
-1.0,1.0,-1.0,0.7599161,0.0
1.0,1.0,1.0,1.0,0.0
1.0,-0.7781222,-0.2926212,0.7655302,1.0
0.6886013,-1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,-0.025789976,1.0
1.0,0.70976764,-0.45516175,1.0,0.0
0.5229848,1.0,-1.0,-0.45647025,1.0
1.0,1.0,0.35565233,1.0,0.0
0.03836912,1.0,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
1.0,-0.20190418,-1.0,1.0,0.0
1.0,-1.0,-0.74190044,1.0,0.0
1.0,-0.687292,-1.0,-1.0,1.0
-0.37648034,-0.18099013,-0.20060271,-0.014643073,0.0
-1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,1.0,0.0
1.0,-1.0,-0.46516228,-0.75237936,1.0
0.11671978,-1.0,-0.4065043,0.25596035,0.0
-1.0,-1.0,-1.0,-0.3543086,1.0
-1.0,1.0,1.0,1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,1.0,0.0
1.0,1.0,1.0,-1.0,0.0
1.0,1.0,1.0,-1.0,0.0
1.0,-1.0,1.0,0.2658397,0.0
-0.89851624,1.0,-0.19132248,0.28176832,0.0
-0.35024828,1.0,-1.0,-0.49898863,0.0
-1.0,-0.09037498,0.3943832,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,1.0,-1.0,0.0
0.7129661,-0.3057463,-1.0,0.040709943,1.0
0.73271227,1.0,-1.0,-1.0,0.0
-0.26884842,-1.0,-1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,1.0,-1.0,0.0
1.0,1.0,-1.0,0.891434,0.0
1.0,1.0,-1.0,1.0,0.0
-0.24698317,1.0,-1.0,1.0,0.0
-1.0,0.2170313,0.75864184,1.0,0.0
0.41027325,1.0,-1.0,0.15240926,1.0
-1.0,1.0,-0.60560715,-0.2692821,1.0
-1.0,0.34136894,-0.1576045,0.4840562,0.0
-1.0,1.0,-1.0,-1.0,1.0
1.0,0.038760155,1.0,-1.0,0.0
0.9910338,-0.46709347,0.58173513,0.14059117,0.0
1.0,1.0,1.0,0.6128435,1.0
-1.0,-0.18736637,0.40110406,1.0,1.0
-1.0,1.0,-0.053330995,-0.6493548,0.0
1.0,1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,1.0
1.0,1.0,0.9801916,-1.0,1.0
1.0,-1.0,1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-1.0,-0.91735,-0.8878782,1.0,0.0
1.0,-0.11980137,0.005171716,1.0,0.0
-0.8945055,-0.5110636,-0.27420363,0.93136096,0.0
1.0,-1.0,-1.0,-0.27748775,1.0
1.0,1.0,-1.0,-1.0,1.0
0.44500938,1.0,-0.12218198,-0.52100444,0.0
-0.6435611,0.051208973,1.0,-1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-0.7736443,-1.0,0.77398586,1.0,0.0
1.0,1.0,-1.0,0.11071825,1.0
1.0,0.1256274,-1.0,-1.0,0.0
-1.0,0.4498721,1.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,0.44422406,-0.09498221,1.0
1.0,0.23928607,1.0,0.7308129,1.0
-1.0,-1.0,-1.0,1.0,0.0
-0.6137092,-0.7541584,-1.0,1.0,1.0
1.0,0.6658383,-0.22248262,1.0,0.0
1.0,-1.0,-1.0,0.009080768,0.0
0.124242306,-0.3034703,-0.15243024,-0.92674506,0.0
-1.0,1.0,-1.0,1.0,1.0
1.0,-0.7076707,1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0
-0.2132706,1.0,-1.0,0.8752109,0.0
-1.0,1.0,-1.0,-1.0,0.0
-1.0,-0.646611,-1.0,-1.0,1.0
1.0,-1.0,-1.0,-0.2925607,1.0
-0.3214811,0.20319812,-0.7592932,-0.54865056,0.0
1.0,1.0,0.041829363,1.0,1.0
1.0,-0.4791359,0.80429196,-0.15694624,1.0
1.0,1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,-0.9469564,0.0
-1.0,1.0,1.0,0.11768952,1.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
1.0,0.5383713,-1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,-0.68151784,-1.0,-1.0,0.0
1.0,0.88697064,-0.026018083,0.42453557,1.0
1.0,1.0,0.5277535,1.0,0.0
0.103246495,0.47823775,-0.78603816,0.7151575,0.0
1.0,1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,1.0,0.0
1.0,-0.2956205,-0.815005,-0.6387493,1.0
1.0,1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,1.0
1.0,-1.0,-1.0,-0.98145926,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,1.0
1.0,-0.9815059,1.0,1.0,1.0
-1.0,1.0,-0.9347428,1.0,1.0
1.0,-1.0,1.0,-0.572803,1.0
1.0,1.0,1.0,0.38665372,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,-0.38988632,1.0,-0.942204,1.0
1.0,1.0,-0.37702036,-0.66275084,1.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,1.0,-1.0,0.0
0.16311377,1.0,1.0,1.0,0.0
-1.0,0.40032536,1.0,1.0,0.0
1.0,-1.0,1.0,1.0,0.0
-1.0,0.22700316,1.0,-1.0,0.0
1.0,0.13451004,-1.0,1.0,0.0
-1.0,0.7824758,1.0,-0.09920275,0.0
-1.0,-1.0,-1.0,-0.82449746,1.0
0.44528392,-0.8272317,0.25205165,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
0.42377678,0.77413905,0.23533517,0.5946895,0.0
0.93708575,1.0,1.0,1.0,0.0
1.0,-0.8522225,1.0,1.0,0.0
1.0,-0.22744739,1.0,0.25042123,0.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,0.12955384,1.0,1.0
-1.0,-1.0,1.0,-1.0,1.0
0.14482026,1.0,1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-0.78547674,-1.0,0.4424928,1.0,1.0
1.0,0.12807816,0.30876124,-1.0,0.0
1.0,0.1698668,0.9932351,1.0,1.0
1.0,0.62643397,1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0
1.0,1.0,-0.5702482,1.0,0.0
1.0,1.0,-1.0,0.99300253,1.0
-1.0,1.0,-1.0,1.0,1.0
-1.0,1.0,-1.0,1.0,0.0
-1.0,-0.4961908,-0.6072219,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
0.5202496,1.0,1.0,-0.66839707,0.0
-1.0,-1.0,1.0,-1.0,1.0
-0.5590832,1.0,1.0,-1.0,1.0
0.86088896,-1.0,-0.37129903,0.5954753,1.0
0.6977956,-1.0,-1.0,-0.21136576,1.0
1.0,-1.0,-1.0,0.75360334,1.0
-1.0,-0.108432055,-1.0,1.0,1.0
-1.0,1.0,-1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0
-0.6380086,1.0,1.0,-1.0,1.0
-1.0,1.0,-1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
1.0,0.8007031,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-0.30770403,1.0,-1.0,-0.49109477,0.0
-0.1324135,-0.00836134,-1.0,0.83749557,0.0
0.22679329,1.0,0.6675409,0.071300864,1.0
-1.0,1.0,0.68464446,1.0,1.0
1.0,-1.0,0.15887955,-1.0,0.0
-0.44134068,1.0,1.0,-1.0,0.0
1.0,1.0,-1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.0
-0.28503335,-1.0,0.76658726,1.0,0.0
-1.0,1.0,1.0,0.4767052,1.0
0.50376606,1.0,-0.3790539,0.31664002,0.0
-1.0,1.0,1.0,0.0041279793,0.0
1.0,1.0,1.0,1.0,0.0
-0.51830655,-1.0,-1.0,1.0,0.0
1.0,-0.20888016,-1.0,-0.076141,1.0
-1.0,1.0,-1.0,0.1002956,0.0
1.0,0.7879603,-1.0,-0.6403873,1.0
-0.6307982,1.0,-1.0,1.0,1.0
-1.0,1.0,1.0,-1.0,0.0
1.0,0.50793993,-1.0,-1.0,0.0
1.0,-0.19857597,-0.5095431,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
-0.07268822,1.0,-1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,1.0,-1.0,0.0
1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,1.0
0.9732147,0.5421472,-0.11913487,1.0,1.0
1.0,0.6160776,1.0,0.6326469,1.0
-1.0,-1.0,-1.0,-1.0,0.0
-1.0,1.0,1.0,-0.7731751,1.0
1.0,1.0,1.0,0.5528821,0.0
1.0,-0.13114303,1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,1.0
1.0,1.0,-1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,1.0,0.3901273,0.0
-1.0,1.0,1.0,-1.0,1.0
1.0,1.0,0.63231725,1.0,1.0
-1.0,1.0,-1.0,1.0,0.0
1.0,-0.67752874,1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0
1.0,1.0,0.63740695,1.0,0.0
1.0,-1.0,-1.0,0.36222723,0.0
-1.0,-1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
0.56846905,-1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0
0.48916543,1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,1.0
-0.20061624,-0.6624045,0.28844836,-0.81313264,1.0
1.0,-0.4210075,-1.0,-1.0,1.0
1.0,-1.0,0.2087143,1.0,0.0
-1.0,1.0,-1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0
-1.0,0.9058782,-1.0,-0.10940349,0.0
-1.0,0.5089956,1.0,-1.0,1.0
0.00022870302,-1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,0.46188474,1.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,-0.8045652,0.0
-1.0,-1.0,-0.016046733,-1.0,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,0.43883204,-1.0,0.5666753,0.0
0.6123811,-1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,0.74967253,0.0
1.0,0.27222875,-0.7914962,0.37582487,1.0
1.0,-1.0,-1.0,-0.4219283,0.0
1.0,-0.5407014,-1.0,1.0,0.0
0.655133,1.0,-1.0,0.7162871,0.0
-1.0,1.0,1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,1.0,-1.0,0.031338453,0.0
-1.0,0.36186156,-1.0,-0.59945893,1.0
1.0,-1.0,1.0,1.0,0.0
1.0,1.0,1.0,-1.0,0.0
1.0,1.0,-0.0071562603,-1.0,0.0
0.7408664,1.0,0.26724148,-1.0,1.0
1.0,-1.0,-0.57536024,1.0,1.0
-1.0,1.0,-0.6071719,-0.2006458,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,-0.15942606,-1.0,1.0
-1.0,-1.0,0.19341326,-1.0,0.0
1.0,-1.0,1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,1.0
1.0,1.0,-1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-1.0,-0.53216934,1.0,1.0,1.0
-1.0,1.0,-0.12179059,1.0,1.0
1.0,0.29539472,1.0,-1.0,1.0
1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
-0.021247566,1.0,-1.0,-0.60368,0.0
0.61110324,1.0,-1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,1.0,-0.019496158,0.7207711,1.0
1.0,-1.0,1.0,0.72006536,1.0
1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,1.0,0.12615821,1.0
1.0,0.71758825,-1.0,0.49723995,0.0
0.87474966,1.0,-1.0,0.0062586367,0.0
