feature_1,feature_2,feature_3,feature_4,feature_5
1.0,1.0,-1.0,1.0,1.0
-1.0,0.58151066,-1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
1.0,0.9248511,1.0,1.0,1.0
1.0,1.0,1.0,-0.8212898,1.0
1.0,1.0,1.0,-1.0,0.0
-1.0,1.0,-1.0,0.32791686,0.0
0.013267875,-1.0,0.09609875,1.0,1.0
-1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,-0.18763426,-1.0,1.0
-1.0,1.0,-0.3060002,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,0.24360359,0.0
-1.0,1.0,1.0,1.0,0.0
-0.78220963,-0.92608625,1.0,-0.77265203,1.0
-1.0,-1.0,-1.0,0.41157174,1.0
-0.2732541,-1.0,1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-0.4979983,-1.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0
0.64354587,1.0,-1.0,1.0,0.0
1.0,-0.11749369,-1.0,0.8694519,0.0
1.0,-0.54751027,-1.0,-0.8172028,0.0
-1.0,-1.0,0.73676467,1.0,1.0
-1.0,1.0,1.0,1.0,0.0
-1.0,0.44552898,-1.0,0.9886168,0.0
-0.9492694,1.0,0.6178517,1.0,1.0
0.7792996,1.0,-0.1806975,-1.0,1.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,0.3827471,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-0.28823745,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,0.9070317,-1.0,-0.80063045,1.0
1.0,-1.0,0.9047432,1.0,0.0
0.1548334,-0.03806591,-0.47117114,1.0,1.0
1.0,-0.8122712,-0.94032425,1.0,0.0
-1.0,0.81981516,-1.0,1.0,1.0
1.0,0.56541514,-1.0,1.0,1.0
1.0,-1.0,1.0,-0.3832327,0.0
1.0,-1.0,-1.0,0.65730476,0.0
0.70364416,1.0,1.0,1.0,0.0
-1.0,-0.5865578,1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,0.32083982,-1.0,1.0,1.0
1.0,0.012455076,-1.0,1.0,0.0
1.0,-0.81770384,-1.0,0.45118558,0.0
1.0,-0.06698763,1.0,1.0,1.0
1.0,-0.62364477,-1.0,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
-1.0,-0.29112053,-1.0,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,-0.104660615,1.0,0.0
1.0,1.0,-1.0,-1.0,1.0
-0.07310322,-1.0,1.0,-1.0,0.0
-1.0,0.11148703,-0.7021412,0.7648519,0.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,1.0,-0.40501857,0.0
1.0,1.0,0.24450737,-0.8492682,0.0
1.0,1.0,-1.0,1.0,0.0
0.15400092,0.30384213,-0.5639779,0.6006281,1.0
-1.0,1.0,1.0,-0.0311172,1.0
-0.15715617,-0.12687951,-0.07344839,-0.65709364,1.0
-1.0,-1.0,-1.0,0.107764006,0.0
0.36172467,-0.0040420294,1.0,1.0,1.0
1.0,-0.030972883,-1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,-1.0,1.0
0.5364453,-0.08741158,1.0,1.0,0.0
1.0,1.0,0.11566645,1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
0.6545994,-1.0,-0.25534874,1.0,0.0
-1.0,-0.46098816,-1.0,1.0,0.0
-1.0,-0.26308697,1.0,1.0,0.0
1.0,0.16079625,1.0,1.0,1.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,1.0,0.17319345,-1.0,1.0
1.0,1.0,-1.0,-0.8659532,0.0
-1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,-0.30326864,1.0,1.0
-1.0,0.6830064,-1.0,1.0,0.0
0.3551032,1.0,-1.0,0.9179731,1.0
1.0,0.8454075,-1.0,1.0,1.0
-1.0,-1.0,1.0,-0.99095416,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,1.0
-0.94320536,1.0,1.0,1.0,0.0
-0.018663436,-0.06510189,-0.41830498,-0.7000032,1.0
0.19195548,0.3959813,0.56000257,1.0,1.0
-1.0,-1.0,-1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0
1.0,-0.72820115,-1.0,1.0,0.0
-0.9498581,-1.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,0.60303324,-1.0,1.0,0.0
-1.0,0.24308093,1.0,1.0,1.0
-1.0,1.0,-1.0,-1.0,0.0
0.8441247,-0.84186655,1.0,1.0,1.0
1.0,-1.0,1.0,0.4121518,0.0
-1.0,-1.0,1.0,-1.0,0.0
1.0,1.0,-0.09444046,1.0,0.0
0.3754309,0.40766752,-0.77338076,-0.9824874,1.0
-1.0,0.31261337,0.11951035,1.0,1.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-0.8694604,1.0,-1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-0.13548714,-1.0,0.9346647,-1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,1.0,1.0,0.0
-0.30452204,-0.87856996,0.30914813,-1.0,1.0
1.0,1.0,-0.68271494,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
0.88084555,-0.2623949,-0.58095765,-0.33111355,1.0
0.702037,1.0,-0.15921442,1.0,1.0
-1.0,-0.0006030202,-1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,-0.10614884,-1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-0.18795335,1.0,0.22129786,-1.0,1.0
1.0,1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,0.29635885,-1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,1.0,0.06059432,1.0
1.0,1.0,0.907585,-0.29233968,0.0
0.6562319,0.7535716,0.7194141,-0.40151557,1.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,-0.076575816,-1.0,-1.0,1.0
1.0,1.0,1.0,1.0,0.0
0.3999421,1.0,-1.0,1.0,0.0
1.0,0.46222323,-1.0,1.0,0.0
-1.0,-0.28775537,0.31349897,1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0
1.0,1.0,1.0,-0.53344226,0.0
-1.0,1.0,-0.5922369,1.0,0.0
1.0,1.0,-0.7028787,1.0,0.0
1.0,-1.0,1.0,1.0,0.0
1.0,1.0,0.40292555,-1.0,0.0
1.0,-1.0,1.0,-1.0,0.0
0.4681759,-0.1289577,-0.8140347,-1.0,1.0
-0.07976356,-0.19303559,1.0,0.16489908,1.0
1.0,-1.0,0.27685225,-1.0,0.0
1.0,-0.7686993,-1.0,0.04408598,0.0
1.0,0.32527864,0.88798624,0.82234895,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0
-1.0,-1.0,0.29188758,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,1.0,1.0
-0.20100358,0.51868486,-0.3290853,-0.36495256,0.0
1.0,1.0,-0.9823704,-1.0,0.0
-1.0,0.5302546,0.44983888,1.0,0.0
-0.5544505,0.28086698,-1.0,-0.36986598,1.0
-0.5627837,1.0,-1.0,-1.0,1.0
-1.0,1.0,-0.5146997,1.0,1.0
-1.0,-0.81704485,-0.8962441,0.9772167,1.0
1.0,1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,1.0,-1.0,0.0
1.0,-0.9897777,0.8985586,0.54031265,0.0
-1.0,0.9458284,1.0,1.0,1.0
1.0,1.0,0.8816737,-1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0
-1.0,0.58186543,-1.0,0.3857395,0.0
-0.64356935,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,0.6405674,1.0
-0.9746449,-0.3354519,-0.50178254,0.3277598,1.0
0.87889653,-0.77754915,0.58728313,0.69819367,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,1.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,1.0,1.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0
-1.0,-0.09240207,-1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,0.89107645,-1.0,-0.36802363,0.0
-0.42456526,-0.70962477,0.759131,0.751293,0.0
1.0,1.0,1.0,0.40005946,0.0
1.0,-1.0,1.0,-1.0,0.0
0.7593868,-0.29878274,-0.81948507,-0.6408596,0.0
0.3969992,0.8082226,-0.57381654,-0.11997205,1.0
1.0,-1.0,-1.0,1.0,1.0
-0.17459449,1.0,-1.0,0.9935702,1.0
1.0,-1.0,-1.0,-1.0,0.0
-0.8311691,-0.6883604,-1.0,1.0,0.0
1.0,1.0,-0.94014126,1.0,0.0
1.0,0.7403965,1.0,0.74493194,1.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0
0.13567102,1.0,1.0,1.0,0.0
0.9586301,1.0,0.017974317,-1.0,1.0
1.0,-1.0,-1.0,-1.0,1.0
1.0,1.0,-1.0,1.0,0.0
-1.0,0.1602086,-1.0,0.23210542,0.0
1.0,0.14888908,0.32899544,-0.54210407,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,-1.0,0.5985094,1.0,0.0
-1.0,1.0,-1.0,0.13995194,0.0
-1.0,-0.84407866,-1.0,1.0,1.0
0.01628381,0.86045533,-1.0,1.0,0.0
-0.53895265,1.0,-0.5074619,0.40434682,1.0
-1.0,-0.8450018,-0.27196532,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,0.884682,1.0,1.0,0.0
0.2729022,0.74690694,-0.89993703,0.8228634,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,-0.12238008,0.1567232,0.667284,0.0
-0.9503931,0.75368637,0.73910177,0.45262045,1.0
-0.40666237,0.32900047,0.4011562,-1.0,0.0
1.0,-1.0,-0.04746452,1.0,0.0
1.0,-1.0,-1.0,0.35711634,0.0
0.9090874,-1.0,1.0,0.76015985,0.0
-1.0,1.0,1.0,0.64041996,0.0
-0.98977226,1.0,-1.0,1.0,0.0
0.78345996,-0.2874263,-1.0,1.0,0.0
0.18863085,-0.9283372,-0.042852104,0.3436849,0.0
0.9760161,-1.0,-0.5620823,1.0,0.0
-0.39585373,1.0,0.51239693,1.0,0.0
0.34572512,-0.5196012,-0.2327198,-0.395078,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
0.50388324,-1.0,-1.0,-0.08039433,0.0
0.60108924,-0.6057888,0.11951542,1.0,1.0
1.0,1.0,1.0,0.84518635,0.0
-1.0,1.0,1.0,-1.0,0.0
0.6795951,-1.0,1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
0.09605153,0.922842,1.0,0.27668726,0.0
1.0,1.0,-1.0,1.0,1.0
-1.0,1.0,-1.0,0.025908232,0.0
0.664442,1.0,1.0,0.6941641,1.0
1.0,0.43157846,-1.0,1.0,1.0
-0.45542002,0.82258993,0.11558133,0.14411484,0.0
1.0,-0.13060501,1.0,1.0,0.0
1.0,1.0,-1.0,0.5283261,0.0
0.3273574,-0.3074866,-0.67525774,-0.14165702,1.0
0.75798017,1.0,-1.0,-0.67641175,1.0
-1.0,-0.26899886,0.85863256,1.0,1.0
-1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
-1.0,-0.8669475,1.0,1.0,0.0
0.6298835,1.0,-1.0,0.01290077,1.0
-1.0,1.0,-1.0,0.13620329,0.0
1.0,1.0,-1.0,-0.5660448,0.0
-1.0,-1.0,-0.663009,-0.5480335,0.0
-0.012621939,1.0,-0.38093907,-0.34379876,0.0
-1.0,0.05407405,-0.4028579,1.0,0.0
-1.0,-1.0,-1.0,0.64761233,1.0
0.8407507,1.0,-0.95242,-0.32507282,0.0
0.3000157,-0.7195172,-0.010625333,1.0,1.0
-1.0,1.0,1.0,-0.3641001,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,-1.0,0.55385983,-0.30572414,1.0
-0.8755545,0.90538704,1.0,1.0,0.0
-0.8272931,1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.0826375,-0.18486816,0.8850808,0.0
1.0,-1.0,-1.0,-0.061394095,0.0
-0.4755646,0.76538396,-1.0,-1.0,0.0
-0.78037286,1.0,-0.12380615,0.5242089,1.0
-0.58989215,1.0,-1.0,1.0,0.0
-0.86792004,1.0,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0
1.0,-1.0,1.0,1.0,1.0
1.0,0.4640234,-1.0,-0.3692876,1.0
1.0,-1.0,1.0,0.8000965,0.0
1.0,1.0,0.5586145,1.0,0.0
1.0,-0.2168016,-0.9742212,1.0,0.0
1.0,-1.0,1.0,1.0,1.0
0.4008339,1.0,1.0,1.0,0.0
-0.09111728,0.33155128,-0.819345,-0.22593668,0.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,0.59895366,-1.0,1.0,0.0
0.8422724,-0.6438469,-0.409067,-0.33016026,1.0
0.30795443,0.6143662,-0.53336656,0.9597206,0.0
1.0,-1.0,-0.7862398,1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
-1.0,-1.0,-0.34576738,1.0,0.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,-1.0,0.7593227,0.14392304,0.0
-1.0,-0.8604736,-1.0,1.0,0.0
1.0,1.0,-1.0,0.74691254,1.0
0.65076184,-1.0,-1.0,-1.0,0.0
1.0,0.6882719,1.0,1.0,0.0
0.77608865,-0.66772,-1.0,0.1346592,0.0
1.0,-1.0,-1.0,-1.0,0.0
1.0,1.0,0.53359044,-0.018781185,1.0
0.5880728,0.43747574,-0.12643957,0.41195944,0.0
-0.21480143,0.26221564,-0.6429644,-0.16525763,0.0
1.0,1.0,-1.0,0.7899451,0.0
-0.20886123,1.0,1.0,-0.35769832,1.0
1.0,1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,1.0
1.0,1.0,-1.0,0.9060965,0.0
1.0,-0.21511641,-1.0,1.0,1.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-1.0,-0.7143043,1.0,0.99288523,0.0
1.0,-0.25267005,-1.0,-0.2622319,0.0
1.0,-1.0,1.0,1.0,0.0
-0.25968805,1.0,-1.0,1.0,0.0
0.94447917,1.0,0.22209111,1.0,1.0
-0.006825462,1.0,0.025869459,1.0,0.0
1.0,-0.29138446,1.0,1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0
1.0,1.0,-0.39131626,-1.0,1.0
0.7611121,0.06946169,1.0,1.0,0.0
1.0,1.0,-1.0,0.8733785,0.0
-1.0,1.0,-1.0,-0.23460758,0.0
1.0,1.0,-1.0,1.0,0.0
0.642166,-1.0,-1.0,1.0,0.0
-0.11494833,0.58019215,-0.9824,1.0,1.0
1.0,1.0,1.0,0.9485389,0.0
-1.0,-1.0,-1.0,0.4147241,0.0
-1.0,1.0,0.97753686,-0.59720755,0.0
-0.8807782,0.82878417,-0.79280055,-0.22012794,0.0
-0.74116576,-0.42253554,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,1.0,0.14264488,0.0
-1.0,1.0,-0.9443602,-0.9333539,1.0
1.0,1.0,1.0,1.0,0.0
-0.5712556,1.0,-0.6629687,1.0,1.0
1.0,1.0,0.06824526,1.0,0.0
-0.66466296,-0.65571177,1.0,0.43604124,1.0
-1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-0.38320482,1.0,1.0
-1.0,-1.0,-0.1891805,1.0,1.0
1.0,1.0,1.0,1.0,0.0
-1.0,0.17566806,1.0,-1.0,0.0
1.0,-0.41408896,-0.39149716,0.2964359,0.0
1.0,-1.0,-0.92188776,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,-1.0,0.0
1.0,0.04866378,-1.0,1.0,0.0
-0.021677375,1.0,-1.0,-1.0,1.0
-1.0,1.0,0.92048055,1.0,1.0
1.0,1.0,1.0,1.0,0.0
0.22870705,1.0,1.0,1.0,0.0
0.06019801,1.0,0.5243019,1.0,0.0
1.0,0.5145867,1.0,1.0,0.0
-1.0,0.44420192,1.0,-0.9460763,1.0
1.0,1.0,-0.38035965,-1.0,0.0
0.46417648,0.60003287,-1.0,0.62553066,0.0
-1.0,-1.0,1.0,-1.0,0.0
0.8191688,-1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,-1.0,0.0
-1.0,-0.7276655,-1.0,-1.0,0.0
-0.32003498,-1.0,-1.0,1.0,0.0
-1.0,1.0,-1.0,0.21222305,0.0
-0.8078449,1.0,-1.0,-0.2721026,0.0
1.0,-1.0,1.0,-0.5861759,0.0
-1.0,-1.0,1.0,1.0,1.0
0.34717503,0.17616913,-1.0,1.0,0.0
-1.0,-0.90188074,-1.0,-0.11058092,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,0.41131178,0.10209149,1.0
0.70206827,0.41977957,-1.0,0.1049445,0.0
-0.25957215,1.0,1.0,1.0,0.0
-1.0,-0.36214304,1.0,0.733968,0.0
1.0,-1.0,-1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0
0.6330678,1.0,-1.0,0.47807556,0.0
-1.0,-1.0,-1.0,0.9432114,1.0
1.0,1.0,-1.0,1.0,0.0
0.44105268,-1.0,-1.0,1.0,0.0
-1.0,-0.18799546,1.0,1.0,0.0
-0.029978514,-1.0,0.8968849,0.8381652,0.0
0.92956984,-1.0,1.0,1.0,0.0
-1.0,-0.52429295,0.21546191,-0.924042,0.0
1.0,1.0,-0.70693314,1.0,0.0
-0.47411376,-0.75977635,-0.7235235,-0.7003817,1.0
0.93069327,-1.0,-0.48807582,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,0.45350128,-1.0,-1.0,0.0
1.0,-0.16090946,1.0,1.0,1.0
1.0,-1.0,1.0,0.16634011,0.0
-1.0,1.0,0.053425074,1.0,0.0
-1.0,0.88916504,0.3854999,1.0,1.0
-1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-0.9780963,-1.0,-0.29042995,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
0.9378467,0.1211651,0.37601304,0.59828115,0.0
-1.0,1.0,-1.0,0.30785614,0.0
-0.53851044,-1.0,0.17881802,-0.16348284,0.0
1.0,0.7345856,0.6181459,1.0,0.0
1.0,0.6853772,0.9018464,1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
-0.11988011,-0.35748643,0.050496638,-1.0,1.0
-1.0,1.0,0.28209925,0.33295298,0.0
-1.0,-1.0,0.21812251,1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
1.0,1.0,-1.0,0.09507775,0.0
0.674416,1.0,-0.25729766,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
1.0,-0.20425278,-0.27615398,1.0,0.0
0.31653935,1.0,0.13205004,-0.2964549,1.0
0.11945816,1.0,-0.15045117,0.46944416,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.023164183,1.0,0.17884672,0.0
-0.9512328,1.0,-0.18579936,-0.968748,0.0
-1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
0.6348096,0.46179146,-1.0,-1.0,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,0.88143194,1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0
0.10375792,0.3282742,-1.0,0.9961881,0.0
0.9600465,1.0,-1.0,0.6513046,0.0
-1.0,1.0,1.0,-1.0,0.0
1.0,1.0,0.90711606,-0.6380167,0.0
0.4211313,0.255737,-0.55931324,0.22741419,1.0
1.0,0.7838924,-1.0,1.0,0.0
-1.0,-1.0,1.0,-1.0,1.0
1.0,0.5317452,-1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0
-0.6194482,-1.0,-1.0,-0.2389152,0.0
0.68658805,-0.018761158,-1.0,1.0,0.0
0.2858524,0.85399544,-1.0,1.0,0.0
-1.0,1.0,1.0,1.0,1.0
1.0,1.0,-1.0,-1.0,0.0
1.0,0.8691689,-1.0,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
1.0,1.0,1.0,-0.52424836,0.0
-1.0,-1.0,-0.7847861,0.6303425,1.0
-1.0,0.9168486,0.22118548,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
1.0,-0.7067667,-0.8607619,-0.9043356,0.0
1.0,1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,1.0,0.0
1.0,0.1298579,-0.33354542,-0.44650537,0.0
-1.0,0.4182226,-0.8518964,1.0,0.0
1.0,-1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0
-1.0,1.0,-0.58146346,1.0,1.0
-1.0,1.0,-1.0,0.11171305,0.0
-1.0,0.52663064,-1.0,0.03322029,0.0
0.9446349,-0.0035537481,-0.956117,0.3720784,0.0
0.9133512,1.0,-1.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0
1.0,0.5423251,1.0,1.0,0.0
1.0,1.0,1.0,0.8387311,0.0
-1.0,1.0,-0.12985301,-1.0,1.0
-1.0,0.31965312,-0.8456615,0.6721621,1.0
-0.5051943,1.0,-1.0,1.0,0.0
0.48011625,1.0,0.8436631,1.0,1.0
1.0,-1.0,-1.0,-1.0,1.0
1.0,1.0,-0.14363825,1.0,0.0
1.0,0.48366863,-0.3039363,-1.0,0.0
-1.0,1.0,0.22168452,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,0.16560006,0.055359393,0.8488418,0.0
-0.5590303,1.0,-1.0,1.0,1.0
1.0,-1.0,1.0,-0.6315088,1.0
-1.0,1.0,-1.0,0.30797172,0.0
1.0,-1.0,1.0,0.8001032,0.0
-1.0,-1.0,1.0,-1.0,0.0
-0.9057581,1.0,-1.0,-1.0,0.0
1.0,-0.5698239,-1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
0.12587889,1.0,-1.0,1.0,0.0
-1.0,0.7677153,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
1.0,0.9312016,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
0.1295334,1.0,1.0,-0.32081425,0.0
-1.0,-1.0,-1.0,-1.0,1.0
1.0,0.85684484,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,-0.8843862,1.0,0.0
-1.0,0.24889459,-1.0,1.0,1.0
-1.0,-1.0,-1.0,-0.89426327,0.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,1.0,0.0
0.33655688,0.32267863,-0.422455,1.0,0.0
0.26966757,1.0,-0.2508459,-1.0,0.0
