feature_1,feature_2,feature_3,feature_4,feature_5
-1.0,-0.42320597,1.0,-1.0,0.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,0.11415595,1.0
-0.97731864,0.055649042,1.0,1.0,0.0
1.0,-0.7591388,1.0,-1.0,0.0
1.0,-0.119526744,-1.0,0.89934087,1.0
1.0,1.0,0.30694914,0.89334303,0.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,-0.676973,-1.0,0.0
-1.0,0.9644418,1.0,-1.0,0.0
0.2796676,1.0,1.0,0.42271566,1.0
-1.0,1.0,-0.7013252,1.0,1.0
1.0,-1.0,-1.0,0.5390856,0.0
1.0,1.0,0.95860755,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,1.0,1.0
1.0,-1.0,1.0,-1.0,0.0
1.0,1.0,0.9328489,-1.0,0.0
-1.0,0.70566344,-1.0,0.07608986,0.0
0.09162989,-1.0,-1.0,-1.0,0.0
-1.0,1.0,-1.0,1.0,1.0
-1.0,-1.0,-1.0,1.0,1.0
-1.0,1.0,-0.16961621,-1.0,1.0
1.0,-0.94095725,-1.0,-1.0,1.0
1.0,0.8444159,1.0,-1.0,1.0
0.8775284,1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,1.0,1.0
-1.0,0.39351708,1.0,1.0,1.0
-1.0,-1.0,-1.0,-1.0,0.0
-0.54070187,1.0,-0.9965099,1.0,1.0
0.84701204,1.0,-1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0
1.0,0.8846192,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
1.0,-1.0,1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,0.9362295,1.0,1.0,0.0
1.0,0.6101986,1.0,1.0,0.0
1.0,1.0,1.0,-1.0,0.0
1.0,-1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,0.8686266,0.0
1.0,-1.0,1.0,1.0,0.0
-0.49609548,0.34706852,0.40979958,0.974759,1.0
1.0,-0.49453986,0.5142513,-1.0,0.0
-1.0,1.0,-0.794798,1.0,0.0
-1.0,-0.35084814,-1.0,1.0,0.0
-1.0,0.39885345,-1.0,1.0,0.0
1.0,0.035128206,1.0,-0.068288624,1.0
-1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,-1.0,0.40063095,0.0
1.0,1.0,-1.0,-0.5995866,0.0
-1.0,-1.0,-1.0,1.0,0.0
-1.0,0.61704755,-1.0,1.0,1.0
1.0,-0.3129285,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0
1.0,-0.38694704,1.0,-1.0,0.0
-1.0,-1.0,1.0,1.0,1.0
-1.0,0.44653395,1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
1.0,0.5019079,-1.0,0.8121753,0.0
1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,0.16462582,1.0
-1.0,1.0,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,-1.0,0.0
-0.95465297,1.0,1.0,-1.0,1.0
1.0,0.9018154,1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,1.0,-1.0,0.0
1.0,1.0,-1.0,1.0,1.0
1.0,-1.0,-0.14148174,1.0,0.0
0.25976807,0.790687,-0.2858672,-1.0,1.0
-1.0,1.0,1.0,-1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
-1.0,0.77703214,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
-1.0,-0.5744054,0.16798408,1.0,0.0
1.0,-1.0,1.0,-0.34111738,0.0
-1.0,-1.0,1.0,-0.4436654,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,-1.0,-1.0,1.0
-0.6849689,0.56716275,1.0,-1.0,0.0
-1.0,1.0,1.0,-1.0,1.0
-1.0,-1.0,0.8746784,1.0,1.0
1.0,1.0,1.0,1.0,0.0
1.0,-1.0,-1.0,-1.0,1.0
1.0,-1.0,1.0,-1.0,0.0
-1.0,-0.08308159,0.80179304,0.11128771,1.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,-1.0,1.0,0.0024080276,0.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,1.0,-0.5100041,1.0,1.0
-1.0,-1.0,-1.0,1.0,1.0
1.0,1.0,-0.12522587,0.09364748,0.0
-1.0,0.46561375,1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,0.23743528,0.62607133,1.0,0.0
1.0,0.17572987,-0.58492434,0.2650787,0.0
-1.0,1.0,-1.0,-1.0,0.0
-0.44215542,-1.0,0.5514871,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,-0.5581105,-1.0,1.0
-1.0,-1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0
-1.0,0.3414063,-1.0,-1.0,1.0
1.0,-1.0,1.0,1.0,0.0
1.0,0.06532794,-1.0,1.0,0.0
1.0,1.0,-0.71960515,-1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,1.0,0.0
-0.60089004,1.0,-1.0,0.88388824,0.0
1.0,-1.0,1.0,1.0,0.0
0.08533442,1.0,1.0,0.45887348,0.0
-0.4740305,-1.0,1.0,1.0,0.0
1.0,1.0,1.0,-0.22591633,1.0
1.0,1.0,-0.711938,1.0,0.0
1.0,-1.0,1.0,-1.0,0.0
1.0,0.2711991,-1.0,1.0,1.0
1.0,1.0,1.0,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0
-1.0,0.22197801,-1.0,-1.0,1.0
-1.0,1.0,-0.49218288,0.40358984,0.0
-1.0,-0.9598206,1.0,-1.0,0.0
1.0,0.8513886,-1.0,-1.0,0.0
1.0,-0.07534671,0.7370007,1.0,1.0
1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,-0.44180566,-0.52479,0.0
0.5616288,-0.07586616,0.1913713,-0.26540995,0.0
-1.0,0.8611244,1.0,0.62451535,1.0
-1.0,-1.0,-0.22444718,1.0,0.0
-1.0,1.0,0.23024723,1.0,1.0
1.0,-1.0,1.0,1.0,0.0
-1.0,-1.0,-0.604693,-1.0,1.0
1.0,-1.0,-1.0,1.0,0.0
1.0,-0.37451434,1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,-0.19997442,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
-1.0,0.3139819,-0.4300341,-0.71017003,0.0
1.0,1.0,-0.75698394,1.0,0.0
-1.0,-1.0,-0.020039834,0.59869796,1.0
-1.0,0.9896985,1.0,-0.043800205,1.0
0.18652987,1.0,0.2965972,0.998386,1.0
1.0,1.0,-1.0,1.0,1.0
0.6894938,1.0,1.0,-1.0,0.0
-1.0,1.0,-0.22111584,1.0,0.0
-0.52669936,0.3640111,-1.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
-0.471674,-1.0,1.0,1.0,0.0
-0.74706763,0.44083515,1.0,1.0,0.0
-0.8926939,0.305932,-1.0,-1.0,0.0
0.19712883,-1.0,-1.0,-1.0,1.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,-0.10579811,0.050101727,0.0
1.0,-0.8588348,0.196536,0.3311838,0.0
1.0,1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,1.0,-1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0
1.0,1.0,0.8056823,1.0,0.0
-1.0,-1.0,1.0,-1.0,1.0
-1.0,1.0,-1.0,0.28618205,0.0
-1.0,1.0,-1.0,-1.0,1.0
-1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,-0.25033188,-0.6743665,1.0
-1.0,-1.0,-1.0,1.0,0.0
0.8100537,0.9255125,0.52225286,-0.35286435,0.0
-1.0,1.0,-1.0,-0.04446745,0.0
-1.0,-1.0,1.0,-1.0,1.0
-1.0,1.0,1.0,1.0,1.0
-1.0,1.0,-0.8251332,0.47998762,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,-0.5390092,-1.0,-1.0,1.0
1.0,1.0,-1.0,-1.0,0.0
0.15882272,1.0,-0.82835484,1.0,1.0
1.0,1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,1.0,0.0
0.9398647,1.0,0.30152577,1.0,1.0
1.0,-1.0,-1.0,-0.73861134,1.0
0.15292394,0.46930864,0.18224059,0.1777327,0.0
1.0,-0.45766416,-1.0,-0.08510505,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,0.7232099,1.0,-0.30460382,1.0
-1.0,-1.0,-1.0,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
-1.0,1.0,0.6475714,-1.0,0.0
-1.0,0.04404348,-1.0,1.0,0.0
1.0,-1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,-0.6325295,0.0
1.0,1.0,1.0,1.0,1.0
1.0,-0.05416882,-1.0,0.29285592,0.0
1.0,1.0,-1.0,-0.43397385,1.0
1.0,1.0,1.0,-1.0,0.0
1.0,1.0,0.7253007,1.0,0.0
1.0,1.0,0.38770533,0.5425136,1.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-0.11945608,-1.0,1.0,1.0,1.0
-1.0,-1.0,-1.0,-1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,1.0,1.0
1.0,1.0,-1.0,1.0,1.0
-1.0,-0.4428699,1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,1.0
1.0,-1.0,-0.7761878,-0.36212865,0.0
1.0,-1.0,1.0,0.8049267,1.0
0.32879335,1.0,1.0,1.0,0.0
1.0,-0.8715894,1.0,0.039550826,0.0
1.0,-0.66925806,-0.06716237,-0.09731218,1.0
1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,-1.0,1.0,1.0
0.41326946,1.0,1.0,-1.0,0.0
-1.0,-0.0384776,-1.0,-1.0,0.0
1.0,0.93046856,1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,-1.0,0.0
1.0,1.0,-0.67013305,-0.7248342,0.0
1.0,1.0,-1.0,0.133425,0.0
-1.0,-1.0,-0.59366715,1.0,1.0
1.0,-1.0,1.0,1.0,0.0
1.0,0.6072077,-0.20052621,-0.52193105,0.0
-1.0,1.0,0.6594793,-1.0,0.0
-1.0,1.0,1.0,1.0,0.0
0.17798579,1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,0.83571553,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,0.6532715,1.0,-1.0,0.0
-0.88543,1.0,1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,-1.0,1.0,1.0
1.0,-0.041011512,-1.0,1.0,1.0
1.0,-1.0,-1.0,0.33685136,0.0
1.0,-1.0,1.0,-1.0,0.0
1.0,1.0,0.5312093,1.0,0.0
-1.0,1.0,1.0,0.06521034,0.0
1.0,-0.55492055,1.0,-1.0,1.0
-1.0,1.0,0.50254655,1.0,0.0
-0.9907658,1.0,-1.0,1.0,1.0
-0.0047768354,1.0,1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,1.0
1.0,-0.4035777,1.0,1.0,0.0
-1.0,-1.0,-0.9076629,-1.0,0.0
0.17132543,-0.0558033,0.6420615,-1.0,0.0
0.58692825,1.0,-1.0,0.5788105,1.0
1.0,0.49467176,1.0,1.0,0.0
1.0,-1.0,1.0,-1.0,1.0
-1.0,1.0,-0.09419531,1.0,0.0
1.0,-1.0,1.0,1.0,0.0
1.0,0.7142186,1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,1.0
1.0,-1.0,1.0,1.0,0.0
1.0,-0.8287154,1.0,1.0,1.0
1.0,0.9753392,-1.0,1.0,1.0
-1.0,1.0,1.0,1.0,1.0
1.0,1.0,1.0,-1.0,1.0
1.0,-0.8228524,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0
1.0,0.45589405,-1.0,1.0,0.0
-1.0,-0.8494194,1.0,0.891424,0.0
1.0,1.0,0.11448255,1.0,0.0
0.4957944,-0.94657123,-1.0,0.022651851,0.0
1.0,0.76241386,-1.0,-0.024885334,0.0
-1.0,1.0,1.0,1.0,0.0
-0.7040068,-1.0,1.0,1.0,0.0
-1.0,0.10517597,0.9238131,1.0,0.0
1.0,-1.0,1.0,0.057387233,0.0
-1.0,-0.49599367,-1.0,-1.0,1.0
-1.0,-0.8150035,1.0,-1.0,1.0
1.0,-1.0,0.46811482,-0.7096659,1.0
1.0,-1.0,1.0,1.0,0.0
-1.0,1.0,0.98228663,1.0,0.0
-1.0,-0.38922387,1.0,1.0,1.0
1.0,0.58510804,1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
0.98766446,-0.71574175,-1.0,1.0,1.0
0.53764844,-1.0,-0.13579556,0.62373954,1.0
1.0,-0.006142795,1.0,-1.0,0.0
-1.0,-1.0,-1.0,0.09926379,0.0
1.0,1.0,0.7454042,-1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
-0.22803485,1.0,-1.0,1.0,0.0
0.84823143,-0.41930375,1.0,1.0,0.0
-0.9472037,0.7045876,-1.0,1.0,0.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,-0.3333438,0.037442,-0.16870248,0.0
0.9017829,1.0,0.8960704,1.0,0.0
-1.0,1.0,0.33156604,-1.0,0.0
1.0,-0.06522924,-1.0,1.0,0.0
1.0,1.0,-0.45398277,-0.37726378,1.0
0.56125903,-1.0,-0.10918045,0.28841463,0.0
0.89700854,-0.39714283,-1.0,-0.46205032,0.0
1.0,1.0,-1.0,-1.0,1.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
-1.0,1.0,1.0,-1.0,1.0
-1.0,1.0,-1.0,-1.0,0.0
-1.0,1.0,0.938819,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-0.47169995,1.0,0.0
1.0,1.0,1.0,-0.14497465,0.0
1.0,-0.961352,-1.0,0.21977353,1.0
1.0,1.0,1.0,1.0,1.0
0.84347826,0.4601308,0.92127323,0.87204456,1.0
1.0,1.0,-0.922744,1.0,0.0
1.0,1.0,0.37365985,-1.0,1.0
-1.0,1.0,1.0,-0.16990376,0.0
1.0,0.010611057,-1.0,1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,0.69142556,-1.0,0.0
1.0,0.95444256,1.0,1.0,0.0
0.8350027,1.0,-1.0,1.0,0.0
-1.0,0.09399998,1.0,-1.0,0.0
1.0,-1.0,1.0,0.2109955,1.0
-0.65001905,1.0,-0.93948555,-1.0,1.0
-1.0,-1.0,-1.0,1.0,0.0
0.21247596,-1.0,-1.0,1.0,0.0
1.0,0.23782866,0.27324247,0.7613261,1.0
-1.0,1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0
1.0,-1.0,1.0,1.0,1.0
1.0,1.0,1.0,1.0,1.0
-1.0,1.0,1.0,-1.0,1.0
-1.0,1.0,0.9234189,1.0,0.0
-1.0,1.0,-0.437997,-1.0,0.0
-1.0,-0.16669309,1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
0.30762118,1.0,-0.08812395,1.0,1.0
0.061732292,1.0,-0.114495546,1.0,0.0
1.0,-0.8667189,-1.0,1.0,1.0
-0.036217213,1.0,1.0,-1.0,0.0
-0.18749946,-0.4184481,-1.0,-0.33326754,0.0
1.0,1.0,1.0,-1.0,1.0
-1.0,-1.0,1.0,-1.0,0.0
1.0,1.0,1.0,-1.0,0.0
-1.0,-0.9978124,1.0,1.0,0.0
1.0,1.0,0.59549797,1.0,0.0
-1.0,1.0,1.0,-0.6521702,0.0
1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-0.864873,1.0,1.0
-1.0,1.0,1.0,-1.0,1.0
-1.0,1.0,0.48232633,-1.0,0.0
0.877926,0.06330064,-1.0,1.0,0.0
0.07200706,-1.0,-0.37883535,-0.4397241,1.0
-1.0,-1.0,1.0,-1.0,1.0
-1.0,-1.0,-1.0,-1.0,0.0
1.0,1.0,1.0,1.0,0.0
-0.80486387,1.0,1.0,1.0,1.0
-1.0,-1.0,1.0,-1.0,0.0
-1.0,-0.5691068,-1.0,-1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
1.0,1.0,1.0,-1.0,1.0
0.5514033,0.49377424,1.0,0.9661093,1.0
1.0,0.22395879,0.25903904,-0.71648276,1.0
-1.0,0.33257067,1.0,1.0,1.0
0.73471624,0.5036205,1.0,1.0,0.0
-0.10268432,0.45855027,0.43055505,0.35558444,1.0
1.0,1.0,1.0,-0.53219914,0.0
-1.0,-1.0,-1.0,-0.9667045,0.0
-1.0,-1.0,0.3121352,1.0,0.0
0.46887237,-0.274485,0.8604191,-0.9621249,0.0
1.0,1.0,0.71737707,-0.050571084,0.0
1.0,0.09869297,-1.0,1.0,0.0
1.0,-0.51601994,0.94938225,-1.0,0.0
-1.0,0.4565016,1.0,0.43996033,0.0
-1.0,-1.0,-1.0,0.6772187,0.0
1.0,-1.0,-0.13192964,0.42813182,0.0
-1.0,-1.0,-1.0,0.29013017,1.0
-1.0,1.0,0.52026623,-1.0,0.0
-0.79904336,0.5907976,0.25611526,0.29527465,1.0
0.5103972,0.57849276,-0.41322598,0.73742616,0.0
1.0,-1.0,1.0,-1.0,0.0
1.0,-1.0,-1.0,-1.0,1.0
-1.0,1.0,-1.0,-1.0,0.0
-1.0,-1.0,1.0,-1.0,1.0
1.0,-1.0,-1.0,-1.0,1.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,-0.46179843,1.0,-1.0,0.0
-1.0,1.0,0.20590481,-1.0,0.0
1.0,-1.0,-1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
1.0,-0.22855523,-1.0,0.72495073,0.0
1.0,-1.0,1.0,0.9430219,0.0
0.12243271,-0.13294482,-0.99075854,-0.029808164,1.0
0.94713414,1.0,1.0,-0.9860729,1.0
-1.0,1.0,1.0,-1.0,1.0
1.0,1.0,1.0,-0.5464151,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,-1.0,1.0
-1.0,-0.22496814,-1.0,-1.0,0.0
1.0,0.4367031,1.0,1.0,1.0
1.0,1.0,-1.0,1.0,0.0
1.0,-0.3656516,1.0,1.0,0.0
-1.0,-0.5840125,-1.0,1.0,0.0
0.7380966,1.0,-1.0,1.0,0.0
0.08415973,1.0,-1.0,-0.8349175,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-0.73239565,0.092948556,1.0
0.53865594,-0.17918156,-0.43403706,-0.7950233,1.0
-0.7932454,1.0,1.0,1.0,0.0
-1.0,0.4821458,1.0,-1.0,0.0
1.0,-1.0,0.30487537,1.0,1.0
-1.0,1.0,-1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,1.0
-1.0,-1.0,-1.0,1.0,1.0
0.016481586,1.0,1.0,1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,-0.79127264,0.36873233,1.0
1.0,-0.5654124,-1.0,-1.0,0.0
1.0,1.0,-1.0,-1.0,1.0
1.0,1.0,-0.24020368,0.3040077,1.0
-0.104268014,-0.07235438,-1.0,-1.0,1.0
1.0,-1.0,1.0,-1.0,0.0
1.0,-1.0,0.850883,1.0,1.0
1.0,1.0,-1.0,-1.0,0.0
-0.802931,1.0,-1.0,-1.0,0.0
-1.0,1.0,-1.0,-1.0,1.0
-0.70531803,-1.0,1.0,-1.0,0.0
-1.0,1.0,-0.523424,1.0,1.0
1.0,0.33378482,-1.0,-1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
0.33100712,-0.4032058,0.71514136,-0.33452564,0.0
-1.0,-0.8793808,-1.0,1.0,0.0
1.0,1.0,-1.0,0.5298488,0.0
1.0,-0.26428962,1.0,1.0,1.0
1.0,-0.88382787,0.40872532,-0.28405082,1.0
1.0,0.46047515,-1.0,-0.54269016,1.0
1.0,-1.0,-1.0,0.67364633,0.0
1.0,0.64518976,0.17433713,1.0,0.0
0.36905402,-0.47815168,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,1.0
1.0,1.0,1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,1.0,0.46689832,1.0,0.0
0.35144818,-0.9660394,-1.0,-0.46099335,1.0
-1.0,0.6291398,-0.5103613,-1.0,0.0
1.0,1.0,-0.9102326,-1.0,0.0
1.0,-1.0,0.28369933,1.0,1.0
1.0,-1.0,0.37244645,1.0,1.0
1.0,-1.0,0.44951606,1.0,1.0
-0.83873343,0.0003167987,-1.0,-1.0,0.0
-1.0,-1.0,-1.0,-1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
-1.0,1.0,1.0,-1.0,0.0
0.76303864,1.0,1.0,-1.0,1.0
1.0,0.6864202,-1.0,1.0,1.0
1.0,-1.0,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
0.29635334,1.0,-0.6637719,-0.043469906,1.0
0.5157747,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,-1.0,0.0
0.56946963,-0.8152167,-0.07070738,1.0,1.0
1.0,-0.11101705,0.8011416,1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
1.0,0.92180103,1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,1.0,1.0,1.0,0.0
1.0,1.0,1.0,1.0,0.0
1.0,1.0,-0.37304193,0.40449265,1.0
-1.0,-0.67386913,-0.3926428,-0.6124195,0.0
-1.0,1.0,1.0,-1.0,1.0
-0.1683405,1.0,-0.3126418,1.0,1.0
1.0,1.0,-0.94981086,1.0,1.0
1.0,-0.57878613,-1.0,-1.0,0.0
-1.0,1.0,1.0,-1.0,1.0
1.0,-0.6146726,0.3969723,0.35497066,1.0
1.0,0.3795388,1.0,-0.6717217,1.0
-1.0,-1.0,-1.0,0.7760005,0.0
1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,1.0,-1.0,1.0
0.9369246,-1.0,-1.0,1.0,1.0
-1.0,-1.0,-1.0,-1.0,1.0
-1.0,-1.0,1.0,1.0,1.0
1.0,-1.0,1.0,-1.0,0.0
1.0,-0.21586835,1.0,1.0,1.0
-1.0,1.0,1.0,0.8002162,1.0
0.8225836,1.0,-1.0,-0.2911067,1.0
1.0,1.0,1.0,0.101430655,0.0
1.0,-0.80090874,1.0,-1.0,0.0
0.43934047,0.61667997,0.43300712,-0.67435277,0.0
1.0,1.0,1.0,0.64810133,0.0
-1.0,1.0,-1.0,1.0,0.0
-1.0,-1.0,1.0,-1.0,0.0
-1.0,0.15070513,1.0,-1.0,0.0
-1.0,-1.0,1.0,-1.0,1.0
1.0,1.0,-1.0,1.0,1.0
0.17420602,1.0,-1.0,1.0,1.0
-1.0,1.0,1.0,1.0,0.0
0.53228486,1.0,-1.0,-1.0,0.0
-1.0,-0.8886292,1.0,-1.0,0.0
1.0,-0.882651,1.0,-1.0,1.0
-1.0,0.5278498,-1.0,1.0,0.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,0.9425214,0.5654863,1.0
1.0,0.37566385,0.25525975,1.0,1.0
-1.0,-0.8654815,1.0,-0.7507092,1.0
1.0,-1.0,1.0,-1.0,0.0
-0.8984559,0.9559793,1.0,1.0,0.0
-1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,0.97975373,1.0
-1.0,1.0,-0.9451631,-0.8969619,0.0
-1.0,1.0,-1.0,1.0,0.0
1.0,-1.0,-1.0,1.0,0.0
-1.0,-1.0,-1.0,1.0,0.0
-1.0,0.058904827,1.0,0.20394987,0.0
1.0,1.0,1.0,1.0,1.0
1.0,1.0,-1.0,-0.13279825,1.0
0.69076514,0.73735946,0.4362018,1.0,1.0
-1.0,1.0,1.0,1.0,0.0
1.0,1.0,-1.0,-1.0,1.0
-0.6039103,1.0,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,1.0
-0.86373925,-0.62183917,1.0,1.0,1.0
1.0,1.0,-1.0,1.0,1.0
-1.0,0.073607266,-1.0,1.0,0.0
1.0,1.0,-1.0,1.0,0.0
-1.0,-1.0,1.0,1.0,0.0
-0.8411046,1.0,1.0,1.0,1.0
-1.0,1.0,-1.0,0.7420919,0.0
